type,name,category,city,capacity,price_range,rating,contact_email,price
Vendor,Orion 125,Decoration,Toronto,35,$$,4.5,vendor125@example.com,150
Vendor,Spectrum 375,AV,Seattle,48,$$$$,3.1,vendor375@example.com,500
Vendor,Cosmos 261,Theater,Los Angeles,78,$$,4.5,vendor261@example.com,150
Venue,Galaxy 387,Conference Center,Chicago,1105,$$,4.3,venue387@example.com,150
Vendor,Lynx 473,Catering,Vancouver,68,$$$,4.6,vendor473@example.com,300
Vendor,Pulse 10,Catering,Vancouver,93,$$$,3.7,vendor10@example.com,300
Venue,Summit 268,Outdoor,Boston,1729,$$,4.0,venue268@example.com,150
Vendor,Quantum 320,Security,Vancouver,65,$,4.4,vendor320@example.com,50
Venue,Vista 442,Photography,Chicago,1522,$$$$,3.1,venue442@example.com,500
Venue,Solstice 497,Decoration,Vancouver,1334,$,3.0,venue497@example.com,50
Venue,Vertex 113,Photography,Los Angeles,636,$$$,3.0,venue113@example.com,300
Vendor,Spectrum 192,Hotel,Toronto,82,$,4.6,vendor192@example.com,50
Venue,Serenity 233,Decoration,New York,975,$,4.4,venue233@example.com,50
Vendor,Helix 370,Theater,Toronto,73,$$$,3.0,vendor370@example.com,300
Vendor,Spectrum 108,Catering,Chicago,25,$$$$,3.1,vendor108@example.com,500
Vendor,Orion 172,Conference Center,Los Angeles,84,$$,4.9,vendor172@example.com,150
Venue,Harbor 374,Catering,Los Angeles,911,$,3.4,venue374@example.com,50
Vendor,Echo 482,Conference Center,New York,76,$$,4.6,vendor482@example.com,150
Vendor,Lyra 343,Catering,Toronto,25,$,3.1,vendor343@example.com,50
Venue,Odyssey 234,Outdoor,Los Angeles,1851,$$$,3.7,venue234@example.com,300
Vendor,Lynx 286,AV,Los Angeles,42,$,4.5,vendor286@example.com,50
Vendor,Vega 177,Decoration,Vancouver,22,$$,3.4,vendor177@example.com,150
Venue,Solstice 318,Decoration,Los Angeles,430,$,3.8,venue318@example.com,50
Vendor,Stratus 149,Decoration,Vancouver,22,$$$$,3.1,vendor149@example.com,500
Venue,Vista 411,Decoration,Vancouver,808,$$$,3.7,venue411@example.com,300
Vendor,Nova 399,Hotel,New York,70,$$,4.0,vendor399@example.com,150
Vendor,Lynx 210,Catering,New York,22,$,4.7,vendor210@example.com,50
Venue,Echo 359,Theater,Seattle,1984,$,3.7,venue359@example.com,50
Venue,Galaxy 259,Conference Center,Vancouver,616,$,3.2,venue259@example.com,50
Vendor,Phoenix 245,Photography,Los Angeles,63,$$,4.0,vendor245@example.com,150
Vendor,Radiant 128,Catering,Seattle,19,$,3.3,vendor128@example.com,50
Vendor,Vega 133,Outdoor,Toronto,24,$$,3.2,vendor133@example.com,150
Venue,Horizon 283,AV,Los Angeles,1262,$$$,4.2,venue283@example.com,300
Venue,Horizon 377,Catering,Boston,1279,$,4.9,venue377@example.com,50
Venue,Galaxy 385,Hotel,Boston,1169,$$$,3.3,venue385@example.com,300
Venue,Oasis 225,Catering,New York,1135,$$$,4.1,venue225@example.com,300
Vendor,Cosmos 454,Decoration,Vancouver,88,$$$,4.6,vendor454@example.com,300
Vendor,Lyra 315,Catering,Vancouver,39,$,4.3,vendor315@example.com,50
Venue,Eclipse 473,Conference Center,Chicago,1231,$$,3.6,venue473@example.com,150
Venue,Echo 348,Outdoor,New York,974,$$$$,3.4,venue348@example.com,500
Vendor,Radiant 6,AV,Vancouver,33,$,3.1,vendor6@example.com,50
Vendor,Vertex 140,Outdoor,New York,66,$$$,3.9,vendor140@example.com,300
Vendor,Stratus 488,Photography,New York,25,$,3.7,vendor488@example.com,50
Vendor,Helix 429,Hotel,Vancouver,24,$$,3.1,vendor429@example.com,150
Vendor,Comet 406,Catering,Vancouver,11,$$$$,3.2,vendor406@example.com,500
Vendor,Astra 120,Security,Boston,52,$$,5.0,vendor120@example.com,150
Vendor,Lyra 356,Outdoor,Vancouver,78,$$$,4.9,vendor356@example.com,300
Vendor,Vertex 304,Security,Vancouver,23,$$$$,4.8,vendor304@example.com,500
Vendor,Atlas 146,Catering,Los Angeles,88,$$$,4.8,vendor146@example.com,300
Vendor,Quantum 347,Photography,Seattle,65,$$$$,4.0,vendor347@example.com,500
Vendor,Quantum 57,Theater,Vancouver,88,$$$$,4.7,vendor57@example.com,500
Vendor,Spectrum 458,AV,Boston,52,$$$,3.1,vendor458@example.com,300
Vendor,Comet 78,Catering,Vancouver,83,$$$,3.3,vendor78@example.com,300
Vendor,Lyra 296,Decoration,New York,15,$$$$,3.9,vendor296@example.com,500
Venue,Vista 86,Catering,Boston,1084,$$$,4.7,venue86@example.com,300
Venue,Eclipse 243,Hotel,Los Angeles,601,$$,4.9,venue243@example.com,150
Vendor,Vertex 199,Photography,Boston,71,$$,4.3,vendor199@example.com,150
Venue,Cascade 160,Catering,Boston,1966,$$,3.2,venue160@example.com,150
Vendor,Pulse 25,Conference Center,Seattle,95,$$$,3.3,vendor25@example.com,300
Venue,Cascade 36,Conference Center,Toronto,1812,$$$,4.0,venue36@example.com,300
Vendor,Lumen 41,Decoration,Toronto,89,$,4.0,vendor41@example.com,50
Venue,Summit 171,Catering,Boston,373,$,3.5,venue171@example.com,50
Vendor,Radiant 155,AV,Chicago,14,$$$,4.8,vendor155@example.com,300
Vendor,Comet 391,AV,Vancouver,86,$$$,3.8,vendor391@example.com,300
Vendor,Nova 358,Community Hall,Toronto,64,$,4.6,vendor358@example.com,50
Vendor,Lyra 348,Outdoor,Boston,99,$$$,3.6,vendor348@example.com,300
Vendor,Atlas 445,Security,Los Angeles,58,$,4.3,vendor445@example.com,50
Vendor,Astra 234,Security,Vancouver,93,$$$$,3.0,vendor234@example.com,500
Venue,Odyssey 96,Hotel,Vancouver,1813,$$$$,4.9,venue96@example.com,500
Vendor,Astra 64,Theater,Boston,19,$$$,3.3,vendor64@example.com,300
Venue,Nebula 241,Photography,New York,1414,$,3.3,venue241@example.com,50
Vendor,Vega 243,Catering,Los Angeles,38,$,3.1,vendor243@example.com,50
Vendor,Cosmos 75,Security,Seattle,71,$$$$,4.7,vendor75@example.com,500
Vendor,Astra 191,Conference Center,New York,96,$,4.1,vendor191@example.com,50
Venue,Harbor 461,Outdoor,Los Angeles,695,$$,4.3,venue461@example.com,150
Vendor,Vega 54,AV,Boston,66,$$$,3.8,vendor54@example.com,300
Vendor,Pulse 389,AV,Los Angeles,87,$$$$,4.9,vendor389@example.com,500
Venue,Odyssey 207,AV,Chicago,412,$,4.9,venue207@example.com,50
Venue,Solstice 393,AV,Toronto,114,$,4.9,venue393@example.com,50
Vendor,Vega 295,Conference Center,New York,56,$$,3.9,vendor295@example.com,150
Venue,Vista 398,Hotel,Boston,322,$$$,3.5,venue398@example.com,300
Vendor,Astra 267,Security,Vancouver,63,$$$,4.0,vendor267@example.com,300
Vendor,Spectrum 349,Community Hall,Chicago,57,$$$$,3.5,vendor349@example.com,500
Venue,Horizon 218,Theater,New York,1973,$$$,3.7,venue218@example.com,300
Venue,Odyssey 5,Community Hall,Los Angeles,1889,$$$$,3.4,venue5@example.com,500
Vendor,Nova 269,Hotel,Boston,62,$,3.3,vendor269@example.com,50
Vendor,Orion 143,Photography,Los Angeles,27,$$$$,4.7,vendor143@example.com,500
Vendor,Pulse 430,Photography,Los Angeles,12,$$$,5.0,vendor430@example.com,300
Vendor,Helix 113,Community Hall,Los Angeles,65,$$$$,3.9,vendor113@example.com,500
Vendor,Lumen 239,Conference Center,Toronto,50,$$$$,4.7,vendor239@example.com,500
Vendor,Vega 47,Outdoor,New York,80,$,3.1,vendor47@example.com,50
Vendor,Orion 226,Theater,Boston,35,$,5.0,vendor226@example.com,50
Vendor,Spectrum 184,Security,Toronto,57,$,4.2,vendor184@example.com,50
Venue,Zenith 99,Conference Center,Toronto,1101,$$$$,3.4,venue99@example.com,500
Vendor,Lyra 305,Catering,Chicago,20,$$$,3.6,vendor305@example.com,300
Vendor,Vertex 228,Catering,New York,52,$$,3.0,vendor228@example.com,150
Vendor,Helix 74,Catering,New York,23,$$$$,4.1,vendor74@example.com,500
Venue,Vista 407,Decoration,Boston,1409,$$$,4.0,venue407@example.com,300
Vendor,Stratus 3,Community Hall,Chicago,49,$$$$,3.5,vendor3@example.com,500
Venue,Crown 48,Theater,Los Angeles,645,$$$,4.0,venue48@example.com,300
Venue,Oasis 33,Catering,Seattle,212,$$$$,3.5,venue33@example.com,500
Vendor,Vega 280,Conference Center,Vancouver,70,$$$$,3.7,vendor280@example.com,500
Vendor,Lyra 340,Conference Center,Vancouver,47,$$$$,4.4,vendor340@example.com,500
Venue,Vertex 201,Catering,Los Angeles,267,$$$,4.4,venue201@example.com,300
Venue,Momentum 135,Decoration,Boston,1455,$$$,3.0,venue135@example.com,300
Venue,Odyssey 28,Community Hall,Chicago,968,$$$$,3.5,venue28@example.com,500
Vendor,Radiant 381,Hotel,New York,43,$$$,3.4,vendor381@example.com,300
Venue,Momentum 231,Catering,Vancouver,493,$,3.5,venue231@example.com,50
Venue,Momentum 490,AV,Los Angeles,1865,$$$$,4.5,venue490@example.com,500
Vendor,Orion 273,Decoration,Boston,65,$$$,3.1,vendor273@example.com,300
Venue,Galaxy 379,Catering,Vancouver,1444,$$$,4.9,venue379@example.com,300
Venue,Summit 289,Security,New York,1454,$$$$,4.0,venue289@example.com,500
Venue,Momentum 419,Photography,Los Angeles,1101,$$$$,3.7,venue419@example.com,500
Vendor,Vertex 175,Security,Vancouver,89,$$$,4.6,vendor175@example.com,300
Venue,Aurora 392,Conference Center,Vancouver,760,$$$$,4.5,venue392@example.com,500
Vendor,Pulse 93,AV,Los Angeles,58,$$,4.1,vendor93@example.com,150
Venue,Summit 499,Theater,Chicago,1197,$,5.0,venue499@example.com,50
Venue,Eclipse 139,Hotel,New York,691,$,4.4,venue139@example.com,50
Venue,Odyssey 63,Photography,Toronto,1359,$$,4.2,venue63@example.com,150
Venue,Mirage 472,Photography,Los Angeles,707,$$$$,5.0,venue472@example.com,500
Vendor,Spectrum 148,Security,Toronto,19,$,3.3,vendor148@example.com,50
Venue,Oasis 129,AV,Seattle,1432,$$$$,3.4,venue129@example.com,500
Vendor,Orion 477,Photography,Boston,69,$$$,4.0,vendor477@example.com,300
Vendor,Vega 21,Conference Center,Vancouver,53,$$$,4.1,vendor21@example.com,300
Vendor,Nimbus 339,Catering,New York,70,$$,3.4,vendor339@example.com,150
Vendor,Nimbus 463,Outdoor,Chicago,83,$$,5.0,vendor463@example.com,150
Venue,Oasis 65,Catering,Toronto,1727,$$$,3.4,venue65@example.com,300
Vendor,Pulse 313,AV,Los Angeles,33,$$,4.5,vendor313@example.com,150
Venue,Cascade 15,Community Hall,Toronto,692,$,4.9,venue15@example.com,50
Venue,Horizon 157,Hotel,Toronto,1211,$$,4.7,venue157@example.com,150
Venue,Cascade 41,Outdoor,Boston,1920,$,4.9,venue41@example.com,50
Venue,Horizon 493,Decoration,Vancouver,435,$,3.4,venue493@example.com,50
Venue,Odyssey 380,Catering,New York,1131,$,3.5,venue380@example.com,50
Venue,Mirage 188,Decoration,Los Angeles,1703,$$$$,4.6,venue188@example.com,500
Vendor,Lynx 264,Conference Center,Seattle,84,$$$$,4.2,vendor264@example.com,500
Venue,Crown 217,Photography,Chicago,1326,$$$,4.0,venue217@example.com,300
Vendor,Vega 292,Security,Boston,84,$,3.4,vendor292@example.com,50
Venue,Oasis 53,Catering,Boston,265,$$$,4.5,venue53@example.com,300
Vendor,Vertex 379,Decoration,Chicago,46,$$,3.9,vendor379@example.com,150
Venue,Vertex 338,Conference Center,New York,1623,$$$$,3.9,venue338@example.com,500
Vendor,Stratus 249,Photography,Boston,90,$$,3.3,vendor249@example.com,150
Vendor,Lyra 220,Conference Center,Los Angeles,98,$$,4.3,vendor220@example.com,150
Vendor,Comet 225,Community Hall,Seattle,91,$$,5.0,vendor225@example.com,150
Venue,Odyssey 296,Outdoor,Los Angeles,640,$$$,4.2,venue296@example.com,300
Vendor,Lyra 202,Security,Vancouver,25,$,4.9,vendor202@example.com,50
Venue,Vertex 252,Outdoor,Boston,414,$$,4.7,venue252@example.com,150
Vendor,Astra 227,Security,Boston,64,$$,4.5,vendor227@example.com,150
Venue,Serenity 462,Hotel,Vancouver,1799,$,3.4,venue462@example.com,50
Venue,Cascade 456,Security,Toronto,1618,$$,3.8,venue456@example.com,150
Vendor,Vega 497,Photography,Boston,88,$,3.3,vendor497@example.com,50
Vendor,Pulse 316,Community Hall,Boston,65,$$,4.3,vendor316@example.com,150
Vendor,Echo 363,Hotel,Vancouver,44,$$,3.5,vendor363@example.com,150
Venue,Harbor 270,Outdoor,Chicago,1194,$,3.1,venue270@example.com,50
Venue,Echo 202,Community Hall,Toronto,1613,$$$$,4.8,venue202@example.com,500
Venue,Crown 162,Catering,Chicago,1771,$$,3.6,venue162@example.com,150
Vendor,Quantum 56,Conference Center,Chicago,28,$,3.4,vendor56@example.com,50
Vendor,Lyra 230,Catering,Toronto,54,$$$$,3.3,vendor230@example.com,500
Venue,Harbor 402,Security,Seattle,1245,$$$$,4.2,venue402@example.com,500
Vendor,Vega 203,Theater,New York,35,$$$$,4.7,vendor203@example.com,500
Venue,Solstice 477,Security,Los Angeles,629,$$,3.7,venue477@example.com,150
Vendor,Astra 322,Photography,Seattle,73,$$$,3.0,vendor322@example.com,300
Vendor,Echo 272,Community Hall,Boston,24,$$$,4.5,vendor272@example.com,300
Venue,Nebula 106,Decoration,Chicago,1204,$$$,3.4,venue106@example.com,300
Vendor,Orion 66,Hotel,Boston,67,$,4.3,vendor66@example.com,50
Venue,Aurora 390,Conference Center,Toronto,1152,$$,4.1,venue390@example.com,150
Venue,Eclipse 2,Decoration,Los Angeles,1502,$$$$,4.9,venue2@example.com,500
Vendor,Vertex 438,Photography,Seattle,22,$$$,4.7,vendor438@example.com,300
Vendor,Spectrum 483,Decoration,Boston,52,$,3.2,vendor483@example.com,50
Vendor,Lyra 62,Community Hall,Los Angeles,98,$,4.0,vendor62@example.com,50
Venue,Oasis 81,Community Hall,Vancouver,732,$$$$,4.2,venue81@example.com,500
Venue,Vertex 206,Catering,Boston,1848,$,4.2,venue206@example.com,50
Venue,Harbor 35,Community Hall,Chicago,1298,$,4.7,venue35@example.com,50
Vendor,Radiant 276,Hotel,Chicago,79,$$$,4.8,vendor276@example.com,300
Vendor,Radiant 9,Photography,Boston,39,$$$$,4.4,vendor9@example.com,500
Venue,Nebula 428,AV,Boston,1540,$$$,4.0,venue428@example.com,300
Venue,Vertex 455,Conference Center,Seattle,227,$$$,4.7,venue455@example.com,300
Venue,Odyssey 367,Photography,New York,1258,$$,3.7,venue367@example.com,150
Venue,Vertex 92,Conference Center,Los Angeles,882,$$$$,3.3,venue92@example.com,500
Venue,Horizon 340,Photography,New York,583,$$,4.6,venue340@example.com,150
Vendor,Orion 398,Outdoor,Boston,23,$$$$,4.6,vendor398@example.com,500
Vendor,Echo 65,Photography,New York,100,$$$,4.3,vendor65@example.com,300
Venue,Zenith 346,Photography,Chicago,538,$$$$,4.3,venue346@example.com,500
Vendor,Radiant 277,Hotel,Boston,25,$$,3.3,vendor277@example.com,150
Venue,Odyssey 242,Theater,New York,1655,$$$$,3.4,venue242@example.com,500
Venue,Solstice 14,AV,Chicago,1152,$,4.3,venue14@example.com,50
Venue,Harbor 316,Decoration,Vancouver,1373,$$,4.9,venue316@example.com,150
Vendor,Atlas 101,Outdoor,Vancouver,56,$$,4.5,vendor101@example.com,150
Venue,Solstice 388,Photography,Chicago,1218,$$$$,4.7,venue388@example.com,500
Venue,Cascade 274,Outdoor,Toronto,197,$$$,3.2,venue274@example.com,300
Venue,Solstice 167,AV,Seattle,1097,$$$$,4.4,venue167@example.com,500
Vendor,Radiant 341,Decoration,Chicago,90,$$$$,3.9,vendor341@example.com,500
Vendor,Stratus 493,Security,New York,15,$$,4.9,vendor493@example.com,150
Vendor,Cosmos 147,Catering,Vancouver,16,$$$,4.4,vendor147@example.com,300
Vendor,Vega 319,Security,Toronto,62,$$,3.6,vendor319@example.com,150
Venue,Horizon 485,Theater,Chicago,413,$$$,5.0,venue485@example.com,300
Vendor,Spectrum 481,Decoration,Seattle,83,$$$,4.9,vendor481@example.com,300
Vendor,Nimbus 5,Photography,Boston,56,$$,5.0,vendor5@example.com,150
Vendor,Quantum 332,Hotel,Boston,57,$$,3.2,vendor332@example.com,150
Venue,Zenith 244,Outdoor,Seattle,1707,$$,4.4,venue244@example.com,150
Vendor,Echo 67,Community Hall,Chicago,49,$$,4.9,vendor67@example.com,150
Vendor,Helix 376,Photography,New York,58,$$$$,3.5,vendor376@example.com,500
Vendor,Astra 63,Conference Center,Seattle,12,$,4.8,vendor63@example.com,50
Vendor,Nova 187,Catering,Los Angeles,11,$$$,3.6,vendor187@example.com,300
Venue,Zenith 190,Security,New York,738,$,3.3,venue190@example.com,50
Vendor,Cosmos 283,AV,Los Angeles,72,$$$,4.8,vendor283@example.com,300
Vendor,Cosmos 200,Decoration,Vancouver,97,$,4.4,vendor200@example.com,50
Venue,Galaxy 476,Conference Center,Boston,1223,$,3.4,venue476@example.com,50
Vendor,Comet 182,Outdoor,Boston,61,$$$,4.4,vendor182@example.com,300
Vendor,Nova 11,Hotel,Boston,52,$$$,4.3,vendor11@example.com,300
Venue,Oasis 59,Catering,Toronto,1063,$$$$,4.5,venue59@example.com,500
Venue,Harbor 475,Security,Seattle,1349,$$$$,4.8,venue475@example.com,500
Vendor,Orion 61,Photography,New York,48,$$,3.5,vendor61@example.com,150
Vendor,Vega 357,AV,Toronto,58,$$$,3.5,vendor357@example.com,300
Vendor,Cosmos 248,Theater,Vancouver,66,$$$,4.9,vendor248@example.com,300
Venue,Zenith 253,Conference Center,Vancouver,504,$,3.9,venue253@example.com,50
Venue,Galaxy 22,Conference Center,Boston,759,$$,4.4,venue22@example.com,150
Venue,Vista 314,Security,New York,597,$$,4.9,venue314@example.com,150
Venue,Odyssey 460,Photography,Los Angeles,1828,$$,3.4,venue460@example.com,150
Venue,Oasis 161,Photography,Toronto,1236,$,3.3,venue161@example.com,50
Venue,Galaxy 277,Catering,Chicago,1798,$$$,3.8,venue277@example.com,300
Vendor,Phoenix 456,Decoration,Los Angeles,97,$$,3.5,vendor456@example.com,150
Venue,Mirage 192,Theater,Toronto,1410,$$,4.3,venue192@example.com,150
Venue,Harbor 386,Conference Center,Los Angeles,979,$,4.0,venue386@example.com,50
Vendor,Vertex 306,Hotel,Seattle,82,$$,3.0,vendor306@example.com,150
Venue,Eclipse 414,Security,Los Angeles,623,$,3.3,venue414@example.com,50
Venue,Mirage 492,Catering,Vancouver,1549,$$$,3.0,venue492@example.com,300
Venue,Momentum 344,Hotel,Chicago,1331,$,4.2,venue344@example.com,50
Vendor,Comet 270,Photography,New York,28,$$,4.8,vendor270@example.com,150
Venue,Crown 309,Community Hall,Los Angeles,375,$,3.8,venue309@example.com,50
Vendor,Vega 162,Community Hall,Toronto,54,$,4.3,vendor162@example.com,50
Venue,Harbor 131,Decoration,Chicago,394,$,4.1,venue131@example.com,50
Vendor,Spectrum 164,Community Hall,Seattle,10,$$$,3.1,vendor164@example.com,300
Vendor,Helix 372,Photography,New York,74,$$$,4.8,vendor372@example.com,300
Venue,Vista 100,Community Hall,Vancouver,590,$$$,3.8,venue100@example.com,300
Venue,Mirage 373,Conference Center,New York,1918,$,3.1,venue373@example.com,50
Venue,Harbor 88,Hotel,Seattle,1864,$$,4.3,venue88@example.com,150
Venue,Vertex 459,Decoration,Los Angeles,268,$$,4.1,venue459@example.com,150
Venue,Mirage 331,Catering,New York,115,$$$$,3.5,venue331@example.com,500
Venue,Nebula 215,Photography,Toronto,1730,$$,3.7,venue215@example.com,150
Venue,Odyssey 467,AV,Los Angeles,1056,$$$,4.5,venue467@example.com,300
Venue,Vista 122,Hotel,New York,374,$$,3.2,venue122@example.com,150
Vendor,Lumen 115,Decoration,Boston,42,$$$$,3.1,vendor115@example.com,500
Venue,Nebula 21,Decoration,Chicago,686,$$,4.9,venue21@example.com,150
Vendor,Phoenix 201,Security,Los Angeles,57,$$$,4.3,vendor201@example.com,300
Venue,Nebula 72,Community Hall,Vancouver,732,$$$,4.5,venue72@example.com,300
Venue,Mirage 107,Hotel,Toronto,1695,$$$,4.7,venue107@example.com,300
Venue,Mirage 271,Conference Center,Toronto,779,$$$,4.2,venue271@example.com,300
Vendor,Nimbus 361,Catering,Boston,22,$$$$,4.7,vendor361@example.com,500
Venue,Zenith 436,Outdoor,Los Angeles,1580,$$$,4.8,venue436@example.com,300
Venue,Horizon 103,Outdoor,Vancouver,381,$$$$,3.0,venue103@example.com,500
